personnelID,firstName,lastName,dateOfBirth,enlistmentDate,status,rankID,unitID
520,Sarah,Morris,1999-01-24,2024-10-17,Retired,9,214
521,Elizabeth,Phillips,1998-01-06,2024-04-09,Reserve,10,218
522,Jessica,Wells,1984-06-17,2022-11-24,Retired,10,211
523,Sara,Bennett,1996-09-10,2015-06-06,Retired,4,208
524,Christopher,Moses,1995-01-24,2017-09-27,Active,7,207
525,Dennis,Thompson,1987-01-05,2014-05-01,Active,7,212
526,Amanda,Petersen,2002-06-26,2022-12-29,Reserve,7,203
527,Duane,Smith,1987-04-08,2011-07-25,Retired,4,216
528,Kimberly,Roth,1991-03-12,2011-10-09,Reserve,3,220
529,Eric,Bentley,1994-11-05,2011-01-25,Retired,10,204
530,Paul,Smith,1989-05-22,2019-01-14,Retired,9,219
531,Allen,Edwards,1990-08-24,2020-08-29,Retired,6,212
532,Erin,Rodriguez,2000-10-25,2020-09-24,Active,3,219
533,Steven,Vazquez,1993-09-22,2018-04-05,Active,4,202
534,Vanessa,Taylor,2003-06-02,2024-04-26,Active,4,217
535,Judith,Gonzales,1997-11-02,2013-02-17,Reserve,6,204
536,Mary,Rivera,1982-11-06,2013-06-25,Retired,10,216
537,Andrea,Brady,1982-02-12,2017-03-02,Retired,7,220
538,Christina,Bowman,1999-01-17,2022-06-29,Reserve,5,202
539,Sarah,Martinez,2001-04-23,2018-10-15,Retired,9,215
540,Tina,Thomas,1983-04-09,2018-11-21,Reserve,2,201
541,Franklin,Griffin,2003-04-27,2018-08-30,Active,1,212
542,Jeremy,Jackson,1996-12-07,2018-10-25,Reserve,1,208
543,William,Moore,1985-07-14,2020-12-27,Reserve,3,210
544,Deanna,Cisneros,1995-03-19,2016-04-01,Reserve,7,207
545,Joshua,Lee,2001-03-22,2014-07-20,Retired,9,203
546,Lauren,Davis,1990-05-19,2011-09-01,Retired,8,204
547,Laura,Mcconnell,1985-01-01,2015-03-12,Active,10,215
548,Thomas,Flores,1984-10-24,2022-07-14,Retired,4,205
549,Christopher,York,1992-09-02,2023-11-25,Retired,9,220
550,Eric,Short,1991-06-24,2022-12-17,Active,5,206
551,Andrew,Lester,1990-11-05,2015-08-04,Reserve,3,204
552,Brian,Adams,1994-01-11,2024-01-30,Active,2,211
553,Priscilla,Thomas,1998-04-24,2022-07-09,Reserve,3,218
554,Joseph,Ramsey,1987-03-11,2019-11-14,Retired,4,203
555,Andrew,Ramirez,1984-03-25,2020-04-30,Active,8,212
556,Corey,Wang,1993-02-21,2016-01-21,Active,10,206
557,Jennifer,Price,2001-11-17,2014-03-22,Active,1,218
558,Aaron,Young,1992-07-01,2016-12-28,Retired,9,209
559,Jesse,Davis,1997-02-04,2022-09-14,Reserve,9,209
560,Jessica,Vaughn,1989-06-21,2024-02-26,Active,3,202
561,Jeanette,Harris,1984-10-30,2024-04-18,Active,6,207
562,Daniel,Delacruz,2001-02-06,2012-12-21,Active,5,218
563,Lisa,Pitts,1994-01-01,2017-04-13,Retired,1,216
564,Ronald,Harris,1979-12-25,2021-01-01,Active,8,207
565,Christopher,Brown,2001-06-20,2021-09-18,Active,7,206
566,Paula,Noble,1984-08-26,2022-04-10,Active,9,203
567,Sarah,Mendez,2001-01-23,2024-12-11,Reserve,3,206
568,Heidi,Rodriguez,1995-01-25,2012-02-19,Reserve,3,215
569,Wendy,Adams,2001-12-22,2017-04-01,Retired,7,214
570,Brandon,Thompson,1995-03-13,2021-10-09,Reserve,9,218
571,Alex,Graham,2002-08-02,2019-04-01,Reserve,8,202
572,Jeremy,Woods,1994-11-29,2015-04-26,Retired,4,210
573,William,Miller,1994-04-28,2018-08-23,Reserve,5,218
574,Joseph,Murray,1996-11-07,2013-07-29,Reserve,8,202
575,Hannah,Little,2004-01-15,2020-11-04,Retired,4,206
576,Stephanie,Henderson,1987-02-13,2020-09-12,Reserve,10,202
577,Dawn,Pearson,1985-03-16,2021-11-01,Retired,9,205
578,Morgan,Singh,1990-09-23,2023-02-23,Active,7,206
579,Tina,Lutz,1980-05-06,2012-08-08,Reserve,5,211
580,Brandon,Harding,1987-12-18,2015-09-06,Reserve,2,212
581,Yolanda,Lambert,2002-03-25,2020-08-13,Active,4,219
582,Rickey,Terry,1999-03-31,2013-03-03,Retired,6,208
583,Megan,Woodward,1993-09-02,2020-08-28,Reserve,10,211
584,Katie,Ochoa,2003-08-27,2020-12-07,Active,10,205
585,Kelly,Myers,2001-12-12,2023-12-03,Retired,3,201
586,Tracey,Thompson,1993-01-21,2023-12-18,Active,6,207
587,Brandon,Rollins,1991-06-07,2013-03-06,Active,9,214
588,Bobby,Brown,1999-11-21,2022-02-07,Active,4,218
589,Jessica,Holmes,1988-08-07,2022-08-04,Reserve,5,219
590,Scott,Kim,1981-03-30,2014-03-30,Retired,6,218
591,Elizabeth,Thompson,1991-04-20,2015-05-02,Active,9,207
592,Stephanie,Howard,1998-07-13,2019-07-09,Reserve,8,209
593,Antonio,Rush,2003-06-27,2017-01-14,Retired,8,214
594,Emily,Mueller,2001-03-01,2020-11-27,Reserve,4,214
595,David,Collier,1994-04-05,2024-09-26,Reserve,3,211
596,Leslie,Daniel,1996-07-23,2010-11-13,Active,7,205
597,Laura,Bradley,2000-09-07,2015-08-03,Active,10,216
598,Kim,Walker,1985-05-01,2013-04-22,Retired,4,204
599,Ryan,Gray,1990-06-20,2011-12-29,Active,8,218
600,Allison,Moody,1991-08-01,2022-01-07,Reserve,9,211
601,William,Dorsey,1991-01-15,2016-05-03,Reserve,2,205
602,Douglas,Parker,1989-09-16,2020-08-23,Retired,4,201
603,Teresa,Reed,1990-05-29,2021-10-26,Retired,1,205
604,Scott,Hernandez,2003-11-24,2011-06-25,Reserve,2,204
605,Anthony,Gross,2002-06-11,2015-12-08,Retired,8,202
606,Brandon,Williams,1986-01-24,2015-02-20,Reserve,6,218
607,Sarah,Wilkins,1987-11-09,2012-02-02,Active,2,208
608,Ashley,Brown,2000-03-26,2020-10-16,Reserve,3,209
609,Hannah,Roberts,1998-12-25,2016-04-04,Reserve,1,208
610,Jordan,Lynch,1989-03-15,2016-07-31,Active,3,213
611,Dawn,Smith,1994-07-10,2024-03-13,Retired,10,206
612,Eileen,Combs,1980-11-25,2016-05-30,Active,5,220
613,Kenneth,Diaz,1980-05-18,2022-07-19,Retired,5,218
614,Kathryn,Clark,1998-09-01,2011-02-11,Reserve,2,201
615,Lisa,Bell,1998-06-08,2016-07-31,Active,5,203
616,Susan,Jackson,1999-03-17,2012-12-26,Active,6,220
617,Christina,Bell,1999-09-08,2015-07-11,Active,8,204
618,Sarah,Potter,2002-03-11,2018-04-29,Retired,9,216
619,Suzanne,Strickland,1999-03-01,2019-06-30,Reserve,9,203
620,Richard,Palmer,2003-03-21,2013-04-18,Reserve,3,218
621,Mackenzie,Gonzales,1996-03-11,2018-11-13,Retired,3,220
622,Michael,Oliver,2003-11-18,2011-09-19,Retired,10,213
623,Beth,Zamora,2004-11-21,2018-04-01,Active,6,209
624,Christine,Williams,1984-01-24,2013-10-31,Reserve,7,216
625,Rodney,Atkinson,1993-08-17,2020-06-08,Retired,7,212
626,Trevor,Lewis,2002-01-12,2018-04-19,Reserve,2,219
627,Sherry,Jackson,1980-05-14,2022-02-10,Active,10,208
628,Lauren,Long,1987-08-26,2015-09-17,Active,4,217
629,Adam,Smith,1992-07-07,2024-05-23,Retired,3,206
630,Ashley,Jones,2001-06-07,2014-02-23,Active,1,212
631,Kristin,Harmon,1984-10-21,2010-08-09,Active,3,216
632,Dominic,Barker,1997-10-29,2016-12-30,Active,8,201
633,Elizabeth,Lozano,1993-10-26,2021-07-31,Retired,10,220
634,Teresa,Smith,1981-02-09,2019-04-03,Retired,3,220
635,Margaret,Ward,1980-07-27,2016-06-13,Active,3,216
636,Clifford,Lara,1991-12-16,2023-07-09,Active,8,202
637,Troy,Martinez,1995-04-10,2022-11-05,Retired,10,205
638,Tammy,Johnson,1986-09-11,2018-01-09,Reserve,2,219
639,Cindy,Clark,2001-08-11,2017-05-21,Reserve,10,208
640,Whitney,Morse,1994-08-15,2018-12-14,Active,8,201
641,Mitchell,Campbell,1986-12-06,2021-09-27,Retired,8,207
642,Lori,Mathews,1989-03-06,2014-08-04,Active,7,202
643,Carmen,Mitchell,1988-05-09,2014-01-10,Active,1,208
644,Gina,Hoffman,1983-03-17,2020-04-30,Reserve,10,212
645,Alexandria,White,1987-07-16,2010-12-19,Active,2,212
646,Derrick,Snyder,1985-10-27,2023-10-24,Retired,8,217
647,Alicia,Barrett,2002-08-01,2010-06-14,Active,7,205
648,Kimberly,Hughes,1992-08-24,2016-11-20,Retired,10,216
649,Whitney,Peterson,1980-07-04,2022-05-23,Retired,9,218
650,Daniel,Wright,1990-05-20,2024-07-31,Retired,3,203
651,Michelle,Ibarra,1981-03-20,2018-05-28,Reserve,3,217
652,Brenda,Wilson,1999-11-08,2020-08-25,Reserve,5,211
653,Alexander,Hamilton,1986-02-08,2020-07-26,Reserve,10,214
654,Alan,Delgado,1996-07-31,2025-01-11,Active,5,219
655,Matthew,Ross,2004-10-19,2010-10-29,Retired,3,220
656,Kurt,Burns,1980-02-20,2022-04-07,Retired,9,207
657,Amy,Glass,1980-12-17,2018-08-07,Retired,3,220
658,Richard,Webster,2001-06-18,2011-12-17,Active,8,206
659,Martha,Jones,1991-10-20,2014-05-10,Reserve,5,203
660,John,Villegas,1998-02-20,2011-05-11,Retired,2,202
661,Jennifer,Jensen,1989-11-04,2023-12-11,Retired,1,215
662,Calvin,Mendoza,1987-10-03,2018-08-30,Reserve,3,207
663,Madeline,Ramirez,1994-08-23,2011-04-02,Reserve,1,218
664,Laura,Hall,2003-10-09,2013-05-12,Reserve,7,220
665,Travis,Gardner,1989-01-21,2020-09-08,Retired,10,212
666,Steven,Dunlap,1980-12-05,2019-07-26,Active,9,205
667,Brittney,Ruiz,1986-11-15,2018-01-09,Active,6,218
668,Timothy,Heath,1994-03-15,2022-10-20,Retired,1,204
669,Matthew,Russell,2001-11-10,2014-10-17,Reserve,10,215
670,David,Johnson,1991-04-15,2024-05-03,Reserve,7,216
671,Pamela,Boyd,1982-02-03,2014-01-04,Retired,7,208
672,John,Waters,1998-06-25,2023-03-15,Active,2,220
673,Keith,Neal,1996-03-09,2017-12-30,Reserve,5,220
674,William,Wright,1985-07-01,2013-01-20,Reserve,9,220
675,Alexandra,Miller,1997-09-02,2010-07-20,Retired,4,205
676,Joseph,Sullivan,1982-12-27,2018-07-15,Active,2,216
677,Holly,Anderson,1989-05-22,2015-04-07,Retired,8,202
678,Steven,Jones,1984-11-09,2022-10-20,Reserve,9,220
679,Gregory,Miller,2004-01-19,2025-03-11,Reserve,3,220
680,Denise,Lang,1998-07-19,2022-06-30,Reserve,3,214
681,Kevin,Kirk,1981-04-17,2012-07-26,Reserve,6,207
682,Kayla,Mejia,1994-02-26,2017-04-22,Active,1,205
683,Lynn,Brady,1990-06-15,2014-07-26,Reserve,8,215
684,Juan,Montgomery,2004-05-01,2023-09-01,Retired,2,209
685,Ian,Valencia,1979-07-19,2019-02-02,Reserve,2,209
686,Christopher,Jones,1980-12-06,2015-06-30,Retired,4,219
687,Raymond,Chambers,2003-03-26,2014-12-02,Reserve,7,219
688,Troy,Kelley,1979-07-05,2020-10-12,Retired,5,207
689,Christopher,Santos,1992-04-06,2017-12-03,Retired,6,206
690,Kathleen,Francis,1992-12-28,2020-01-17,Retired,10,206
691,Angela,Meyer,1991-10-17,2012-11-22,Reserve,6,220
692,Michael,Weiss,1999-05-07,2015-05-25,Active,2,219
693,Rose,Benson,1983-07-01,2014-10-05,Active,6,217
694,Jennifer,Cline,1999-03-16,2013-04-08,Reserve,7,218
695,Cody,Vega,1988-04-19,2020-06-14,Retired,8,213
696,Scott,Carey,1980-05-05,2024-09-05,Retired,1,214
697,Jessica,Williams,1998-04-22,2022-07-21,Active,2,205
698,Calvin,Mcmillan,1998-11-21,2010-07-31,Retired,1,210
699,Roberta,Obrien,1994-08-07,2015-04-11,Retired,7,217
700,Crystal,Maddox,2002-12-11,2011-04-28,Active,3,219
701,Albert,Barnett,1998-09-20,2014-08-23,Retired,1,217
702,Dennis,Crane,1995-02-13,2024-07-13,Reserve,7,202
703,Larry,Kelley,1991-10-28,2017-05-11,Retired,8,215
704,Katherine,Miller,1990-10-30,2024-10-07,Reserve,5,204
705,Joy,Zimmerman,2002-03-15,2016-01-26,Reserve,10,204
706,Alicia,Thompson,2000-06-04,2023-08-20,Reserve,6,209
707,Eddie,Franklin,1981-05-24,2018-04-05,Retired,1,207
708,Matthew,Bowman,1981-05-23,2019-09-29,Retired,3,208
709,Tiffany,Houston,1999-11-30,2011-12-14,Retired,5,219
710,Christopher,Carlson,1996-01-15,2024-07-11,Reserve,7,204
711,Matthew,Simpson,1983-02-11,2015-09-09,Active,8,214
712,Jason,Waters,2000-02-28,2017-05-24,Reserve,8,208
713,Larry,Taylor,1980-10-24,2021-05-25,Retired,2,212
714,John,Sosa,1979-09-19,2015-05-15,Active,9,201
715,Christina,Smith,2001-03-11,2014-05-23,Retired,8,215
716,Robert,Sanders,1996-08-29,2016-12-20,Reserve,1,216
717,Vincent,Davis,2004-12-15,2017-05-07,Active,3,219
718,Heather,Chambers,1997-04-11,2025-04-08,Active,2,214
719,Bradley,Martinez,1994-02-13,2024-12-11,Reserve,6,211
720,Luis,Fuller,1991-06-18,2012-07-28,Active,3,201
721,Michael,Mcdaniel,2005-03-29,2022-06-04,Retired,8,218
722,Daniel,Keller,1989-09-14,2018-03-02,Retired,4,203
723,Karen,Barrett,2004-03-21,2012-09-09,Active,4,219
724,Nicole,Johnson,1992-09-21,2011-11-02,Retired,1,209
725,Michael,Smith,1987-11-02,2012-11-11,Reserve,8,203
726,David,Brown,1987-06-27,2024-08-23,Active,10,202
727,Ryan,Sharp,1995-11-22,2025-01-06,Retired,5,215
728,Angelica,Wilson,2003-10-16,2022-11-02,Retired,6,204
729,Alfred,Benton,1984-02-26,2025-02-23,Active,4,214
730,Christopher,Murphy,1989-12-17,2012-03-03,Active,5,201
731,Drew,Collins,2003-11-19,2012-11-08,Retired,5,207
732,Ernest,Gardner,1997-02-23,2024-03-19,Retired,8,203
733,Robin,Parker,1993-12-04,2012-08-21,Reserve,6,207
734,Abigail,Powell,1984-07-30,2016-09-21,Retired,7,202
735,Ashley,Martinez,1995-02-21,2016-03-24,Reserve,7,201
736,Jay,Leon,2002-10-04,2025-02-17,Active,4,219
737,Nicole,Evans,1998-10-12,2020-09-16,Active,10,214
738,Carolyn,Ramirez,1991-06-20,2014-03-11,Active,6,210
739,Melinda,Murphy,1992-04-20,2021-11-14,Active,9,211
740,Tiffany,Tran,1997-05-25,2018-01-27,Active,1,210
741,Valerie,Maddox,1995-08-20,2024-02-09,Retired,10,205
742,Emily,Mcdonald,2001-06-23,2023-11-07,Retired,5,219
743,William,Weber,1982-11-24,2013-09-19,Retired,6,203
744,Robert,Gonzales,1995-03-06,2015-06-16,Reserve,2,207
745,Robert,Graham,1991-04-03,2015-12-19,Retired,8,213
746,Debra,Edwards,1993-05-31,2016-12-27,Reserve,3,206
747,Brian,Hill,1999-06-13,2024-11-04,Active,2,209
748,Jonathan,Carlson,1994-05-22,2011-11-30,Active,2,217
749,Lori,Morrow,2000-03-18,2023-02-21,Retired,1,205
750,Meagan,Rodriguez,1995-01-11,2020-02-14,Active,10,219
751,Nathan,Miller,1990-01-16,2020-01-31,Reserve,9,203
752,Melissa,Lucero,1981-04-15,2021-09-08,Retired,7,212
753,Ryan,Riley,1998-12-19,2019-08-19,Reserve,9,216
754,Richard,Sullivan,1985-02-13,2024-03-26,Active,6,202
755,Frank,Knight,1999-12-20,2016-12-01,Retired,6,210
756,Debbie,Luna,1984-01-09,2024-02-20,Retired,3,204
757,Sarah,Harper,1990-08-29,2016-04-13,Active,5,211
758,Carolyn,Ross,1983-06-12,2023-11-21,Reserve,10,205
759,Isabel,Nielsen,1997-03-07,2022-06-24,Retired,7,210
760,David,Moreno,1981-12-08,2020-05-04,Active,2,218
761,Bill,Figueroa,1987-04-07,2020-06-26,Retired,8,205
762,Mary,Singh,1999-02-15,2015-01-02,Reserve,10,203
763,Elizabeth,Gutierrez,1980-10-21,2017-05-30,Retired,2,213
764,Gloria,Allen,1992-05-02,2014-03-09,Active,3,209
765,Barbara,Underwood,2004-01-14,2018-05-31,Retired,5,213
766,Nicole,Johnson,2004-01-10,2011-09-03,Retired,2,209
767,William,Watson,1990-11-21,2019-03-12,Reserve,10,210
768,Gloria,Townsend,1986-06-16,2011-11-05,Reserve,6,218
769,Grant,Thompson,2000-10-07,2022-01-07,Reserve,5,219
770,Joshua,Ramos,1999-02-20,2012-05-27,Active,3,207
771,Tiffany,Davis,1997-10-10,2020-06-01,Reserve,9,211
772,Victor,Mason,2004-06-17,2021-05-13,Active,8,205
773,John,Medina,1997-09-17,2017-08-23,Retired,8,212
774,David,Santiago,1981-04-06,2011-06-27,Active,2,215
775,Elizabeth,Yang,2000-07-18,2014-02-07,Active,3,208
776,John,Ortiz,1983-08-19,2024-07-07,Retired,3,218
777,Christina,Phillips,1984-01-05,2020-11-23,Retired,2,213
778,Whitney,Taylor,1995-02-03,2011-05-18,Reserve,7,218
779,Dustin,Blevins,2003-06-12,2016-06-12,Active,10,209
780,Jessica,Kirby,1996-08-14,2013-05-15,Retired,9,213
781,Jessica,Ellis,1985-10-11,2015-04-04,Active,9,211
782,Alisha,Gibson,1985-12-08,2018-12-09,Reserve,6,204
783,David,Tucker,2004-04-17,2014-11-20,Retired,8,210
784,Linda,Walker,1984-11-06,2015-08-29,Active,7,214
785,Madeline,Yang,2003-03-15,2012-02-01,Active,8,210
786,Pamela,Wise,1997-05-03,2017-01-19,Active,2,216
787,Jacob,Pearson,1999-11-03,2024-11-12,Active,1,220
788,Mary,Owens,1986-02-14,2023-08-09,Retired,8,205
789,Justin,Peterson,1998-02-12,2011-10-28,Retired,9,219
790,Eric,Jacobson,1979-10-08,2013-12-10,Reserve,8,214
791,Larry,Sandoval,1984-07-27,2021-09-07,Reserve,8,204
792,Richard,Payne,1998-12-13,2025-01-30,Reserve,5,219
793,Lauren,Jones,1981-01-20,2012-06-01,Retired,10,208
794,Kaitlyn,Johnson,1990-11-21,2015-03-07,Reserve,2,208
795,Joel,Perry,1997-10-09,2017-03-25,Active,9,208
796,Miguel,Leonard,1998-01-31,2025-04-26,Active,1,215
797,Kelsey,Smith,1989-05-08,2021-09-28,Reserve,7,214
798,Thomas,Clark,1992-06-05,2018-12-17,Reserve,5,205
799,Gary,Robbins,1982-11-07,2013-09-24,Active,4,219
800,Megan,Khan,1987-03-18,2019-12-23,Reserve,4,220
801,Amber,Davis,1980-02-06,2019-04-30,Reserve,9,215
802,Laura,Brown,2000-07-09,2015-06-17,Active,10,220
803,Robert,Hawkins,2005-01-17,2018-10-08,Retired,2,220
804,Calvin,Ruiz,2004-11-25,2024-03-07,Active,5,206
805,Grace,Davis,1992-05-06,2022-01-26,Active,3,213
806,Douglas,Graves,1985-06-22,2016-03-25,Active,8,205
807,Lisa,Salazar,1990-06-15,2013-04-22,Active,6,211
808,Steven,Castillo,1979-09-19,2012-02-15,Reserve,9,210
809,Elizabeth,Woodard,1986-11-30,2020-10-20,Active,8,211
810,Cory,Young,1993-08-24,2024-02-27,Active,9,208
811,Sherry,Kelly,1991-01-15,2018-10-25,Active,9,218
812,Kristin,Melton,1992-02-04,2017-02-10,Reserve,10,202
813,Heather,Lane,1985-10-13,2012-03-09,Retired,1,218
814,Alejandro,Watson,1983-10-29,2011-07-25,Reserve,8,202
815,William,Warren,1989-12-29,2016-11-01,Active,6,203
816,John,Vasquez,1980-05-01,2023-04-03,Active,5,209
817,Carolyn,Perez,1995-01-20,2011-12-26,Retired,4,208
818,Alison,Barker,1992-04-20,2023-03-13,Active,7,204
819,Janet,Walters,2003-04-01,2016-05-16,Retired,7,208
820,Christine,Wise,1983-09-12,2019-07-22,Active,4,216
821,Gabriela,Sanders,2004-06-25,2024-11-22,Active,4,214
822,Jason,Sherman,1993-05-20,2015-08-13,Reserve,1,218
823,Timothy,Singh,1979-10-25,2017-08-12,Active,2,203
824,Erik,Bryan,2003-09-08,2023-11-02,Retired,6,203
825,Michael,Brooks,1981-05-27,2017-01-17,Active,9,217
826,Brandon,Lewis,1987-07-19,2013-03-09,Retired,10,202
827,Omar,Mcclure,1999-04-20,2023-11-06,Retired,9,205
828,Mary,Thomas,1992-08-15,2013-08-05,Retired,7,220
829,Sheri,Mendoza,1988-05-31,2016-02-26,Active,4,201
830,Mark,Thomas,1993-07-08,2024-06-19,Retired,4,213
831,Kayla,Bird,1982-01-29,2025-02-05,Active,3,211
832,Stephen,Grant,2003-04-25,2010-09-05,Retired,5,208
833,Alexandra,Thomas,1993-01-30,2019-12-13,Retired,4,206
834,Dylan,Collier,2001-07-22,2013-10-27,Active,8,214
835,Kaitlyn,Ross,1981-07-10,2024-01-09,Active,6,220
836,Grant,Silva,1983-02-06,2020-04-02,Retired,8,220
837,Nancy,Bailey,1988-01-30,2018-03-26,Active,4,202
838,Jamie,Torres,2004-05-18,2016-07-25,Active,3,204
839,Carl,Cisneros,1984-06-10,2017-10-08,Retired,9,212
840,Michele,Mack,1983-12-24,2017-12-13,Retired,5,209
841,David,Frazier,1991-02-14,2024-10-12,Active,8,209
842,James,Rhodes,1980-02-01,2021-03-31,Reserve,6,219
843,Tara,Fitzgerald,1981-09-15,2022-05-11,Active,9,213
844,Lauren,Palmer,1998-12-04,2017-08-26,Retired,10,211
845,Adam,Allen,1993-10-22,2024-01-08,Retired,6,218
846,Jeffrey,Dean,1996-07-14,2023-05-30,Reserve,10,202
847,John,Smith,1990-06-13,2019-12-08,Active,9,217
848,Catherine,Ochoa,1989-07-13,2024-01-09,Active,3,215
849,James,Bennett,1982-03-10,2022-09-14,Active,5,210
850,David,Arnold,1991-11-03,2022-08-22,Retired,9,204
851,Jesse,Day,1989-10-28,2022-04-06,Active,2,201
852,Kayla,Padilla,2000-10-25,2021-11-13,Retired,7,203
853,Jennifer,Hudson,1980-04-01,2017-03-16,Retired,9,218
854,Julie,Lang,1997-03-02,2019-10-14,Reserve,5,209
855,Andrea,Collins,2004-08-01,2014-10-15,Retired,4,213
856,Cynthia,Fry,1979-06-04,2023-02-23,Retired,8,204
857,Karen,Lawrence,1988-11-09,2015-09-28,Reserve,5,218
858,William,Ford,1999-10-02,2021-07-09,Retired,6,218
859,Calvin,Andrews,1986-10-30,2011-10-16,Retired,1,205
860,Eric,Nguyen,1986-02-08,2014-07-22,Reserve,2,220
861,Jason,Hurley,2001-10-24,2024-01-25,Retired,7,217
862,Joshua,Ellis,1996-12-07,2016-09-29,Active,2,203
863,Maurice,Cline,2000-11-23,2011-09-20,Active,5,208
864,Julia,Hughes,1992-09-10,2013-02-25,Retired,3,210
865,Stephen,Hoffman,1987-11-28,2023-05-03,Retired,9,216
866,Melanie,Cortez,2002-09-12,2015-09-27,Reserve,5,205
867,Gregg,Perry,1984-08-20,2015-09-26,Retired,5,216
868,Shelby,Murphy,2002-10-27,2016-09-30,Reserve,7,209
869,Michael,Nicholson,1983-01-26,2024-10-30,Active,9,214
870,Abigail,Smith,1990-07-26,2015-05-23,Active,1,216
871,Ricky,Lee,1981-09-20,2012-07-31,Active,1,207
872,Riley,Carlson,1996-06-20,2022-12-30,Reserve,7,207
873,Cassandra,Fowler,1992-09-14,2011-04-17,Active,7,208
874,Carol,Wheeler,1999-01-12,2014-11-26,Retired,5,210
875,Ralph,Snyder,2003-08-04,2013-04-12,Retired,4,216
876,Kristopher,White,2004-07-04,2015-01-25,Active,5,213
877,Justin,White,1985-03-26,2017-10-08,Reserve,3,216
878,Joel,Cervantes,1993-02-26,2019-09-05,Retired,4,216
879,Todd,Miller,1992-10-26,2024-01-08,Active,7,219
880,Richard,Sanders,1993-04-10,2025-01-12,Retired,9,215
881,Taylor,Delacruz,1986-02-24,2013-11-10,Active,4,212
882,Lisa,Miller,1990-01-14,2021-10-05,Retired,3,204
883,Troy,Henderson,2000-11-16,2020-09-10,Retired,7,216
884,Christopher,Thompson,1983-09-11,2015-11-13,Active,5,209
885,Kathryn,Thompson,1997-02-20,2013-08-01,Retired,7,202
886,Melissa,Vance,1985-02-16,2021-08-08,Reserve,8,219
887,Sharon,Stevens,1981-12-21,2012-06-28,Active,10,212
888,Tammy,Huffman,1990-04-01,2013-07-15,Reserve,1,203
889,Sarah,Harris,2002-10-10,2010-08-14,Reserve,8,219
890,Angel,Mcdonald,1981-06-06,2015-05-10,Retired,5,220
891,Gary,Monroe,1989-09-22,2021-09-13,Active,9,201
892,Jonathan,Newton,1999-11-20,2021-09-09,Retired,7,210
893,Jill,Lucas,1992-11-28,2016-10-25,Active,6,213
894,Todd,Schroeder,1980-12-18,2020-03-07,Reserve,5,204
895,Michael,Henderson,1993-07-13,2025-03-26,Reserve,10,213
896,Amy,Gonzalez,1992-12-28,2010-08-08,Retired,3,204
897,Brandon,Lloyd,1996-08-10,2012-11-12,Reserve,2,209
898,Norma,Colon,1992-05-13,2013-11-12,Reserve,5,204
899,Samantha,Davis,1992-10-22,2014-09-18,Active,5,202
900,Janet,Brown,1986-07-20,2015-08-08,Retired,9,202
901,Mark,Stevens,2004-06-09,2021-02-10,Retired,5,219
902,Justin,Bernard,1991-11-08,2018-10-17,Retired,1,211
903,David,Adams,2001-04-23,2013-08-15,Reserve,8,209
904,Luis,Henderson,1992-09-17,2019-02-11,Active,4,212
905,Carolyn,Smith,2000-01-20,2022-05-09,Retired,6,216
906,Brandon,Miller,1982-06-23,2021-02-12,Reserve,6,214
907,John,Collins,1981-06-08,2014-10-25,Reserve,2,214
908,Chelsea,Guerrero,1983-12-28,2017-04-20,Active,5,208
909,Austin,Graham,1994-03-02,2015-06-26,Retired,10,208
910,Richard,Alexander,1993-12-15,2012-06-01,Retired,2,209
911,Julie,Gonzales,1996-03-15,2015-04-03,Active,7,217
912,Kimberly,Tran,1984-07-05,2016-09-23,Reserve,5,219
913,Mary,Macdonald,1979-12-21,2023-02-13,Retired,5,207
914,Juan,Frey,1985-03-11,2023-08-28,Active,8,209
915,Melissa,Castaneda,1986-03-27,2022-11-01,Reserve,2,209
916,Kelly,Espinoza,1980-08-05,2022-07-04,Retired,1,218
917,Gary,Rivera,1987-11-30,2019-12-25,Retired,8,213
918,Veronica,Callahan,2000-03-07,2018-04-09,Active,5,206
919,Elizabeth,Page,1980-09-21,2019-06-19,Reserve,3,203
920,Eric,Barrera,1987-09-26,2021-08-06,Reserve,8,217
921,Steve,Sanchez,1997-12-14,2014-12-21,Active,4,217
922,Kristi,Elliott,1995-01-15,2024-12-19,Reserve,3,206
923,Yesenia,Ibarra,1983-01-01,2018-01-28,Reserve,2,218
924,Matthew,Williams,1996-03-10,2012-06-24,Reserve,5,218
925,Olivia,Richardson,2003-07-13,2011-07-06,Reserve,1,217
926,Nancy,Rowland,2003-10-29,2022-08-09,Retired,5,202
927,Ian,Evans,2004-09-09,2015-03-12,Active,5,219
928,Rhonda,Edwards,1987-10-19,2020-01-31,Retired,10,209
929,Tammy,Mack,1997-01-20,2013-02-05,Retired,4,214
930,Michael,Brown,1990-01-01,2020-03-09,Active,6,208
931,Lauren,Brady,1992-01-21,2024-03-28,Retired,10,211
932,Alex,Peterson,1989-09-21,2013-09-14,Active,9,215
933,Douglas,Salazar,1999-08-28,2023-09-10,Active,9,202
934,Jennifer,Price,1983-07-26,2016-05-02,Active,7,211
935,Eduardo,Jones,1983-03-06,2025-04-28,Reserve,5,210
936,Dylan,Reyes,1995-07-29,2024-09-20,Retired,3,208
937,Brandon,Summers,2001-10-23,2012-11-22,Active,5,212
938,Stephanie,Miller,1999-07-17,2013-12-27,Active,5,216
